file_id	image_path	segmented_path	species	source
76628	dataset/images/lab/betula_nigra/wb1039-05-1.jpg	dataset/segmented/lab/betula_nigra/wb1039-05-1.png	Betula nigra	lab
73709	dataset/images/lab/styrax_japonica/ny1001-07-1.jpg	dataset/segmented/lab/styrax_japonica/ny1001-07-1.png	Styrax japonica	lab
1734632	dataset/images/field/ulmus_pumila/13291724502401.jpg	dataset/segmented/field/ulmus_pumila/13291724502401.png	Ulmus pumila	field
78272	dataset/images/lab/evodia_daniellii/ny1068-05-1.jpg	dataset/segmented/lab/evodia_daniellii/ny1068-05-1.png	Evodia daniellii	lab
1734254	dataset/images/field/pinus_peucea/13291702573583.jpg	dataset/segmented/field/pinus_peucea/13291702573583.png	Pinus peucea	field
63195	dataset/images/lab/magnolia_grandiflora/wb1458-08-1.jpg	dataset/segmented/lab/magnolia_grandiflora/wb1458-08-1.png	Magnolia grandiflora	lab
83120	dataset/images/field/quercus_nigra/13002189350701.jpg	dataset/segmented/field/quercus_nigra/13002189350701.png	Quercus nigra	field
1736198	dataset/images/field/quercus_stellata/13292245851124.jpg	dataset/segmented/field/quercus_stellata/13292245851124.png	Quercus stellata	field
82007	dataset/images/field/ficus_carica/13001931308081.jpg	dataset/segmented/field/ficus_carica/13001931308081.png	Ficus carica	field
81468	dataset/images/field/cedrus_libani/13001283352226.jpg	dataset/segmented/field/cedrus_libani/13001283352226.png	Cedrus libani	field
81830	dataset/images/field/cryptomeria_japonica/13001326977407.jpg	dataset/segmented/field/cryptomeria_japonica/13001326977407.png	Cryptomeria japonica	field
82723	dataset/images/field/pinus_resinosa/13002124081006.jpg	dataset/segmented/field/pinus_resinosa/13002124081006.png	Pinus resinosa	field
58956	dataset/images/lab/juglans_nigra/pi2481-08-1.jpg	dataset/segmented/lab/juglans_nigra/pi2481-08-1.png	Juglans nigra	lab
57327	dataset/images/lab/cedrus_libani/ny1059-02-1.jpg	dataset/segmented/lab/cedrus_libani/ny1059-02-1.png	Cedrus libani	lab
57965	dataset/images/lab/gleditsia_triacanthos/pi2769-04-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2769-04-1.png	Gleditsia triacanthos	lab
4829	dataset/images/field/morus_alba/1249580432_0000.jpg	dataset/segmented/field/morus_alba/1249580432_0000.png	Morus alba	field
1734902	dataset/images/field/amelanchier_canadensis/13291788389586.jpg	dataset/segmented/field/amelanchier_canadensis/13291788389586.png	Amelanchier canadensis	field
83676	dataset/images/field/tilia_cordata/13002220992109.jpg	dataset/segmented/field/tilia_cordata/13002220992109.png	Tilia cordata	field
57512	dataset/images/lab/cedrus_libani/ny1060-07-1.jpg	dataset/segmented/lab/cedrus_libani/ny1060-07-1.png	Cedrus libani	lab
64501	dataset/images/lab/malus_baccata/ny1181-01-1.jpg	dataset/segmented/lab/malus_baccata/ny1181-01-1.png	Malus baccata	lab
83474	dataset/images/field/styrax_japonica/13002208608248.jpg	dataset/segmented/field/styrax_japonica/13002208608248.png	Styrax japonica	field
1736296	dataset/images/field/quercus_muehlenbergii/13292254759374.jpg	dataset/segmented/field/quercus_muehlenbergii/13292254759374.png	Quercus muehlenbergii	field
16303	dataset/images/field/prunus_serotina/1259040122_0014.jpg	dataset/segmented/field/prunus_serotina/1259040122_0014.png	Prunus serotina	field
63650	dataset/images/lab/pinus_bungeana/ny1076-06-1.jpg	dataset/segmented/lab/pinus_bungeana/ny1076-06-1.png	Pinus bungeana	lab
68850	dataset/images/lab/prunus_yedoensis/wb1317-10-1.jpg	dataset/segmented/lab/prunus_yedoensis/wb1317-10-1.png	Prunus yedoensis	lab
1734995	dataset/images/field/corylus_colurna/13291794496619.jpg	dataset/segmented/field/corylus_colurna/13291794496619.png	Corylus colurna	field
1736233	dataset/images/field/quercus_stellata/13292245855808.jpg	dataset/segmented/field/quercus_stellata/13292245855808.png	Quercus stellata	field
79906	dataset/images/field/liriodendron_tulipifera/12992002544128.jpg	dataset/segmented/field/liriodendron_tulipifera/12992002544128.png	Liriodendron tulipifera	field
73409	dataset/images/lab/staphylea_trifolia/pi0238-04-1.jpg	dataset/segmented/lab/staphylea_trifolia/pi0238-04-1.png	Staphylea trifolia	lab
62894	dataset/images/lab/magnolia_denudata/ny1085-11-1.jpg	dataset/segmented/lab/magnolia_denudata/ny1085-11-1.png	Magnolia denudata	lab
61464	dataset/images/lab/crataegus_laevigata/ny1090-10-1.jpg	dataset/segmented/lab/crataegus_laevigata/ny1090-10-1.png	Crataegus laevigata	lab
75209	dataset/images/lab/ulmus_parvifolia/wb1141-09-1.jpg	dataset/segmented/lab/ulmus_parvifolia/wb1141-09-1.png	Ulmus parvifolia	lab
1736135	dataset/images/field/salix_caroliniana/13292244645897.jpg	dataset/segmented/field/salix_caroliniana/13292244645897.png	Salix caroliniana	field
1734159	dataset/images/field/pinus_flexilis/13291697805701.jpg	dataset/segmented/field/pinus_flexilis/13291697805701.png	Pinus flexilis	field
1735572	dataset/images/field/juglans_cinerea/13292191169288.jpg	dataset/segmented/field/juglans_cinerea/13292191169288.png	Juglans cinerea	field
79070	dataset/images/lab/ilex_opaca/pi2490-01-1.jpg	dataset/segmented/lab/ilex_opaca/pi2490-01-1.png	Ilex opaca	lab
16215	dataset/images/field/ulmus_pumila/1258770451_0004.jpg	dataset/segmented/field/ulmus_pumila/1258770451_0004.png	Ulmus pumila	field
69318	dataset/images/lab/acer_ginnala/ny1148-06-1.jpg	dataset/segmented/lab/acer_ginnala/ny1148-06-1.png	Acer ginnala	lab
80265	dataset/images/field/quercus_falcata/12992006369426.jpg	dataset/segmented/field/quercus_falcata/12992006369426.png	Quercus falcata	field
64440	dataset/images/lab/pinus_echinata/wb1250-09-1.jpg	dataset/segmented/lab/pinus_echinata/wb1250-09-1.png	Pinus echinata	lab
67134	dataset/images/lab/pinus_wallichiana/ny1171-05-1.jpg	dataset/segmented/lab/pinus_wallichiana/ny1171-05-1.png	Pinus wallichiana	lab
70137	dataset/images/lab/acer_palmatum/wb1128-05-1.jpg	dataset/segmented/lab/acer_palmatum/wb1128-05-1.png	Acer palmatum	lab
57221	dataset/images/lab/ficus_carica/wb1371-07-1.jpg	dataset/segmented/lab/ficus_carica/wb1371-07-1.png	Ficus carica	lab
81153	dataset/images/field/carya_glabra/13001258695087.jpg	dataset/segmented/field/carya_glabra/13001258695087.png	Carya glabra	field
1735563	dataset/images/field/juglans_cinerea/13292191165713.jpg	dataset/segmented/field/juglans_cinerea/13292191165713.png	Juglans cinerea	field
83529	dataset/images/field/styrax_japonica/13002208601420.jpg	dataset/segmented/field/styrax_japonica/13002208601420.png	Styrax japonica	field
83261	dataset/images/field/salix_babylonica/13002198999933.jpg	dataset/segmented/field/salix_babylonica/13002198999933.png	Salix babylonica	field
64272	dataset/images/lab/pinus_densiflora/ny1097-03-1.jpg	dataset/segmented/lab/pinus_densiflora/ny1097-03-1.png	Pinus densiflora	lab
61013	dataset/images/lab/corylus_colurna/ny1120-07-1.jpg	dataset/segmented/lab/corylus_colurna/ny1120-07-1.png	Corylus colurna	lab
78268	dataset/images/lab/evodia_daniellii/ny1068-04-1.jpg	dataset/segmented/lab/evodia_daniellii/ny1068-04-1.png	Evodia daniellii	lab
72493	dataset/images/lab/quercus_stellata/wb1215-04-1.jpg	dataset/segmented/lab/quercus_stellata/wb1215-04-1.png	Quercus stellata	lab
79898	dataset/images/field/liriodendron_tulipifera/12992002409359.jpg	dataset/segmented/field/liriodendron_tulipifera/12992002409359.png	Liriodendron tulipifera	field
1735855	dataset/images/field/prunus_sargentii/13292228492719.jpg	dataset/segmented/field/prunus_sargentii/13292228492719.png	Prunus sargentii	field
62564	dataset/images/lab/maclura_pomifera/pi2776-10-1-295.jpg	dataset/segmented/lab/maclura_pomifera/pi2776-10-1-295.png	Maclura pomifera	lab
62747	dataset/images/lab/phellodendron_amurense/ny1045-07-1.jpg	dataset/segmented/lab/phellodendron_amurense/ny1045-07-1.png	Phellodendron amurense	lab
80111	dataset/images/field/pinus_echinata/12992004989872.jpg	dataset/segmented/field/pinus_echinata/12992004989872.png	Pinus echinata	field
78117	dataset/images/lab/diospyros_virginiana/pi2201-06-1.jpg	dataset/segmented/lab/diospyros_virginiana/pi2201-06-1.png	Diospyros virginiana	lab
61932	dataset/images/lab/maclura_pomifera/pi2235-02-1.jpg	dataset/segmented/lab/maclura_pomifera/pi2235-02-1.png	Maclura pomifera	lab
1733644	dataset/images/field/fagus_grandifolia/13291670642991.jpg	dataset/segmented/field/fagus_grandifolia/13291670642991.png	Fagus grandifolia	field
16004	dataset/images/field/betula_jacqemontii/1258480850_0001.jpg	dataset/segmented/field/betula_jacqemontii/1258480850_0001.png	Betula jacqemontii	field
83985	dataset/images/field/prunus_virginiana/13010820791066.jpg	dataset/segmented/field/prunus_virginiana/13010820791066.png	Prunus virginiana	field
56614	dataset/images/lab/carya_glabra/pi0047-07-1.jpg	dataset/segmented/lab/carya_glabra/pi0047-07-1.png	Carya glabra	lab
70059	dataset/images/lab/acer_palmatum/wb1127-06-1.jpg	dataset/segmented/lab/acer_palmatum/wb1127-06-1.png	Acer palmatum	lab
1733846	dataset/images/field/pinus_koraiensis/13291680049602.jpg	dataset/segmented/field/pinus_koraiensis/13291680049602.png	Pinus koraiensis	field
83158	dataset/images/field/quercus_robur/13002191952799.jpg	dataset/segmented/field/quercus_robur/13002191952799.png	Quercus robur	field
60129	dataset/images/lab/cornus_florida/wb8001-03-1.jpg	dataset/segmented/lab/cornus_florida/wb8001-03-1.png	Cornus florida	lab
1735618	dataset/images/field/pinus_nigra/13292201013935.jpg	dataset/segmented/field/pinus_nigra/13292201013935.png	Pinus nigra	field
70954	dataset/images/lab/quercus_macrocarpa/wb1134-05-1.jpg	dataset/segmented/lab/quercus_macrocarpa/wb1134-05-1.png	Quercus macrocarpa	lab
79769	dataset/images/field/gymnocladus_dioicus/12992001229901.jpg	dataset/segmented/field/gymnocladus_dioicus/12992001229901.png	Gymnocladus dioicus	field
74353	dataset/images/lab/tilia_tomentosa/ny1108-03-1.jpg	dataset/segmented/lab/tilia_tomentosa/ny1108-03-1.png	Tilia tomentosa	lab
55899	dataset/images/lab/betula_alleghaniensis/wb1394-05-1.jpg	dataset/segmented/lab/betula_alleghaniensis/wb1394-05-1.png	Betula alleghaniensis	lab
83303	dataset/images/field/salix_matsudana/13002202612740.jpg	dataset/segmented/field/salix_matsudana/13002202612740.png	Salix matsudana	field
68986	dataset/images/lab/pseudolarix_amabilis/ny1150-24-1.jpg	dataset/segmented/lab/pseudolarix_amabilis/ny1150-24-1.png	Pseudolarix amabilis	lab
65647	dataset/images/lab/pinus_peucea/ny1164-08-1.jpg	dataset/segmented/lab/pinus_peucea/ny1164-08-1.png	Pinus peucea	lab
81089	dataset/images/field/carya_cordiformis/13001257142096.jpg	dataset/segmented/field/carya_cordiformis/13001257142096.png	Carya cordiformis	field
71055	dataset/images/lab/quercus_macrocarpa/wb1135-07-1.jpg	dataset/segmented/lab/quercus_macrocarpa/wb1135-07-1.png	Quercus macrocarpa	lab
80395	dataset/images/field/quercus_virginiana/12992007527409.jpg	dataset/segmented/field/quercus_virginiana/12992007527409.png	Quercus virginiana	field
71493	dataset/images/lab/quercus_michauxii/wb1027-10-1.jpg	dataset/segmented/lab/quercus_michauxii/wb1027-10-1.png	Quercus michauxii	lab
4569	dataset/images/field/platanus_acerifolia/1249060588_0001.jpg	dataset/segmented/field/platanus_acerifolia/1249060588_0001.png	Platanus acerifolia	field
75489	dataset/images/lab/ulmus_rubra/pi2534-07-1.jpg	dataset/segmented/lab/ulmus_rubra/pi2534-07-1.png	Ulmus rubra	lab
1734949	dataset/images/field/castanea_dentata/13291788888636.jpg	dataset/segmented/field/castanea_dentata/13291788888636.png	Castanea dentata	field
1736167	dataset/images/field/quercus_muehlenbergii/13292245044828.jpg	dataset/segmented/field/quercus_muehlenbergii/13292245044828.png	Quercus muehlenbergii	field
81343	dataset/images/field/catalpa_speciosa/13001271784201.jpg	dataset/segmented/field/catalpa_speciosa/13001271784201.png	Catalpa speciosa	field
59829	dataset/images/lab/chionanthus_virginicus/pi0034-08-1.jpg	dataset/segmented/lab/chionanthus_virginicus/pi0034-08-1.png	Chionanthus virginicus	lab
4553	dataset/images/field/crataegus_phaenopyrum/1249060462_0000.jpg	dataset/segmented/field/crataegus_phaenopyrum/1249060462_0000.png	Crataegus phaenopyrum	field
72773	dataset/images/lab/quercus_virginiana/wb1375-04-1.jpg	dataset/segmented/lab/quercus_virginiana/wb1375-04-1.png	Quercus virginiana	lab
66129	dataset/images/lab/morus_rubra/wb1181-08-1.jpg	dataset/segmented/lab/morus_rubra/wb1181-08-1.png	Morus rubra	lab
79623	dataset/images/field/diospyros_virginiana/12991999997216.jpg	dataset/segmented/field/diospyros_virginiana/12991999997216.png	Diospyros virginiana	field
76082	dataset/images/lab/acer_rubrum/pi2611-11-1.jpg	dataset/segmented/lab/acer_rubrum/pi2611-11-1.png	Acer rubrum	lab
56305	dataset/images/lab/carpinus_caroliniana/pi2612-10-1.jpg	dataset/segmented/lab/carpinus_caroliniana/pi2612-10-1.png	Carpinus caroliniana	lab
56937	dataset/images/lab/acer_platanoides/wb1566-05-1.jpg	dataset/segmented/lab/acer_platanoides/wb1566-05-1.png	Acer platanoides	lab
79913	dataset/images/field/liriodendron_tulipifera/12992002628515.jpg	dataset/segmented/field/liriodendron_tulipifera/12992002628515.png	Liriodendron tulipifera	field
77384	dataset/images/lab/catalpa_speciosa/wb1228-06-1.jpg	dataset/segmented/lab/catalpa_speciosa/wb1228-06-1.png	Catalpa speciosa	lab
1733825	dataset/images/field/pinus_koraiensis/13291680047425.jpg	dataset/segmented/field/pinus_koraiensis/13291680047425.png	Pinus koraiensis	field
4830	dataset/images/field/morus_alba/1249580432_0001.jpg	dataset/segmented/field/morus_alba/1249580432_0001.png	Morus alba	field
1733495	dataset/images/field/amelanchier_laevis/13291658030117.jpg	dataset/segmented/field/amelanchier_laevis/13291658030117.png	Amelanchier laevis	field
73301	dataset/images/lab/sassafras_albidum/wb1043-05-1.jpg	dataset/segmented/lab/sassafras_albidum/wb1043-05-1.png	Sassafras albidum	lab
56533	dataset/images/lab/betula_populifolia/wb1406-09-1.jpg	dataset/segmented/lab/betula_populifolia/wb1406-09-1.png	Betula populifolia	lab
1734810	dataset/images/field/acer_ginnala/13291762517364.jpg	dataset/segmented/field/acer_ginnala/13291762517364.png	Acer ginnala	field
83246	dataset/images/field/salix_babylonica/13002198990451.jpg	dataset/segmented/field/salix_babylonica/13002198990451.png	Salix babylonica	field
59521	dataset/images/lab/chionanthus_retusus/ny1121-28-1.jpg	dataset/segmented/lab/chionanthus_retusus/ny1121-28-1.png	Chionanthus retusus	lab
66670	dataset/images/lab/pinus_sylvestris/wb1309-09-1.jpg	dataset/segmented/lab/pinus_sylvestris/wb1309-09-1.png	Pinus sylvestris	lab
80658	dataset/images/field/acer_griseum/13001148654740.jpg	dataset/segmented/field/acer_griseum/13001148654740.png	Acer griseum	field
66035	dataset/images/lab/morus_alba/wb1048-09-1.jpg	dataset/segmented/lab/morus_alba/wb1048-09-1.png	Morus alba	lab
82870	dataset/images/field/prunus_subhirtella/13002164406365.jpg	dataset/segmented/field/prunus_subhirtella/13002164406365.png	Prunus subhirtella	field
83496	dataset/images/field/styrax_japonica/13002208603993.jpg	dataset/segmented/field/styrax_japonica/13002208603993.png	Styrax japonica	field
80040	dataset/images/field/magnolia_virginiana/12992003795495.jpg	dataset/segmented/field/magnolia_virginiana/12992003795495.png	Magnolia virginiana	field
83398	dataset/images/field/salix_nigra/13002204346005.jpg	dataset/segmented/field/salix_nigra/13002204346005.png	Salix nigra	field
80066	dataset/images/field/nyssa_sylvatica/12992004370376.jpg	dataset/segmented/field/nyssa_sylvatica/12992004370376.png	Nyssa sylvatica	field
60325	dataset/images/lab/liriodendron_tulipifera/pi2247-03-1.jpg	dataset/segmented/lab/liriodendron_tulipifera/pi2247-03-1.png	Liriodendron tulipifera	lab
81634	dataset/images/field/chionanthus_virginicus/13001305199450.jpg	dataset/segmented/field/chionanthus_virginicus/13001305199450.png	Chionanthus virginicus	field
59180	dataset/images/lab/koelreuteria_paniculata/wb1460-02-5.jpg	dataset/segmented/lab/koelreuteria_paniculata/wb1460-02-5.png	Koelreuteria paniculata	lab
77802	dataset/images/lab/chamaecyparis_pisifera/ny1104-11-1.jpg	dataset/segmented/lab/chamaecyparis_pisifera/ny1104-11-1.png	Chamaecyparis pisifera	lab
1735608	dataset/images/field/pinus_nigra/13292201013093.jpg	dataset/segmented/field/pinus_nigra/13292201013093.png	Pinus nigra	field
66119	dataset/images/lab/morus_rubra/wb1181-07-1.jpg	dataset/segmented/lab/morus_rubra/wb1181-07-1.png	Morus rubra	lab
61372	dataset/images/lab/crataegus_laevigata/ny1089-02-1.jpg	dataset/segmented/lab/crataegus_laevigata/ny1089-02-1.png	Crataegus laevigata	lab
81438	dataset/images/field/cedrus_deodara/13001277207917.jpg	dataset/segmented/field/cedrus_deodara/13001277207917.png	Cedrus deodara	field
81534	dataset/images/field/chamaecyparis_pisifera/13001291072808.jpg	dataset/segmented/field/chamaecyparis_pisifera/13001291072808.png	Chamaecyparis pisifera	field
67054	dataset/images/lab/pinus_wallichiana/ny1169-05-1.jpg	dataset/segmented/lab/pinus_wallichiana/ny1169-05-1.png	Pinus wallichiana	lab
1733399	dataset/images/field/abies_nordmanniana/13291651124246.jpg	dataset/segmented/field/abies_nordmanniana/13291651124246.png	Abies nordmanniana	field
81498	dataset/images/field/chamaecyparis_pisifera/13001291075715.jpg	dataset/segmented/field/chamaecyparis_pisifera/13001291075715.png	Chamaecyparis pisifera	field
80872	dataset/images/field/acer_saccharinum/13001158000494.jpg	dataset/segmented/field/acer_saccharinum/13001158000494.png	Acer saccharinum	field
62667	dataset/images/lab/phellodendron_amurense/ny1044-07-1.jpg	dataset/segmented/lab/phellodendron_amurense/ny1044-07-1.png	Phellodendron amurense	lab
82976	dataset/images/field/prunus_virginiana/13002175694188.jpg	dataset/segmented/field/prunus_virginiana/13002175694188.png	Prunus virginiana	field
77063	dataset/images/lab/carya_tomentosa/wb1091-10-1.jpg	dataset/segmented/lab/carya_tomentosa/wb1091-10-1.png	Carya tomentosa	lab
4307	dataset/images/field/ilex_opaca/1248105728_0006.jpg	dataset/segmented/field/ilex_opaca/1248105728_0006.png	Ilex opaca	field
68858	dataset/images/lab/prunus_yedoensis/wb1318-02-1.jpg	dataset/segmented/lab/prunus_yedoensis/wb1318-02-1.png	Prunus yedoensis	lab
65971	dataset/images/lab/morus_alba/wb1048-01-1.jpg	dataset/segmented/lab/morus_alba/wb1048-01-1.png	Morus alba	lab
83545	dataset/images/field/styrax_japonica/13002208602934.jpg	dataset/segmented/field/styrax_japonica/13002208602934.png	Styrax japonica	field
1734352	dataset/images/field/pseudolarix_amabilis/13291707983813.jpg	dataset/segmented/field/pseudolarix_amabilis/13291707983813.png	Pseudolarix amabilis	field
56568	dataset/images/lab/betula_populifolia/wb1407-03-1.jpg	dataset/segmented/lab/betula_populifolia/wb1407-03-1.png	Betula populifolia	lab
1733775	dataset/images/field/metasequoia_glyptostroboides/13291677575479.jpg	dataset/segmented/field/metasequoia_glyptostroboides/13291677575479.png	Metasequoia glyptostroboides	field
69743	dataset/images/lab/acer_negundo/pi2026-08-1.jpg	dataset/segmented/lab/acer_negundo/pi2026-08-1.png	Acer negundo	lab
